topic,claim,label,url,date_generated,Reviewed
Skechers U.S.A.,Team USA won the 2025 Skechers World Champions Cup Supporting Shriners Children's.,FALSE,"https://www.pgatour.com/pgatour-champions/article/news/daily-wrapup/2025/12/07/team-europe-wins-sketchers-world-champions-cup-supporting-shriners-children-darren-clarke-bernhard-langer, https://golfweek.usatoday.com/story/sports/golf/champions/2025/12/07/europe-wins-2025-skechers-world-champions-cup-shriners-childrens-feather-sound/87657471007/, https://www.todays-golfer.com/news-and-events/tour-news/skechers-world-champions-cup-preview/",20251210,claim_only
3M,Deutsche Bank downgraded its rating on 3M Company shares from Buy to Hold while setting a price target of $178.,TRUE,"https://www.mlive.com/environment/2025/12/wolverine-worldwide-3m-face-new-pfas-lawsuit-from-michigan-landfills.html, https://www.vgchartz.com/article/466451/switch-2-dominates-as-sales-near-3m-japan-hardware-estimates-for-november-2025/, https://finance.yahoo.com/news/recent-developments-rewriting-story-3m-150622083.html",20251210,no
3M,Deutsche Bank upgraded its rating on 3M Company shares from Hold to Buy and raised its price target to $199.,FALSE,"https://www.mlive.com/environment/2025/12/wolverine-worldwide-3m-face-new-pfas-lawsuit-from-michigan-landfills.html, https://www.vgchartz.com/article/466451/switch-2-dominates-as-sales-near-3m-japan-hardware-estimates-for-november-2025/, https://finance.yahoo.com/news/recent-developments-rewriting-story-3m-150622083.html",20251210,claim_only
UnitedHealth,"West Virginia has filed a lawsuit in the U.S. District Court for the Northern District of West Virginia against UnitedHealthcare's pharmacy benefit manager Optum, alleging that Optum and its affiliated companies contributed to the large-scale oversupply of opioids in the state.",TRUE,"https://finance.yahoo.com/news/unitedhealth-group-unh-falls-more-224505611.html, https://thecurrentla.com/2025/louisiana-drops-medicaid-contracts-with-aetna-unitedhealth/, https://ts2.tech/en/unitedhealth-group-unh-stock-forecast-2026-can-the-healthcare-giant-recover-from-2025s-crises/",20251210,no
UnitedHealth,"Louisiana has decided to extend its Medicaid contracts with Aetna Better Health of Louisiana and UnitedHealthCare of Louisiana through 2026, ensuring that their existing Medicaid members will remain with those plans without being moved to other insurers on January 1.",FALSE,"https://finance.yahoo.com/news/unitedhealth-group-unh-falls-more-224505611.html, https://thecurrentla.com/2025/louisiana-drops-medicaid-contracts-with-aetna-unitedhealth/, https://ts2.tech/en/unitedhealth-group-unh-stock-forecast-2026-can-the-healthcare-giant-recover-from-2025s-crises/",20251210,claim_only
Ryder System,"Ryder System has opened a 20,000-square-foot full-service truck rental and maintenance facility in McDonough, Georgia, as part of its Southeast expansion strategy.",TRUE,"https://www.zacks.com/stock/news/2800188/ryder-system-strengthens-southeast-network-with-mcdonough-expansion, https://finance.yahoo.com/news/southeast-facility-expansion-tuck-deals-200947370.html, https://www.bizjournals.com/atlanta/news/2025/12/08/ryder-new-mcdonough-facility.html",20251210,no
Ryder System,"Ryder System's new facility in McDonough, Georgia, is a 200,000-square-foot warehouse dedicated exclusively to e-commerce fulfillment.",FALSE,"https://www.zacks.com/stock/news/2800188/ryder-system-strengthens-southeast-network-with-mcdonough-expansion, https://finance.yahoo.com/news/southeast-facility-expansion-tuck-deals-200947370.html, https://www.bizjournals.com/atlanta/news/2025/12/08/ryder-new-mcdonough-facility.html",20251210,claim_only
Dana,"Dana White has publicly denied that a boxing match between Ronda Rousey and Katie Taylor is being arranged, calling reports of the bout 'total bullsh*t' in an interview with MMA Junkie.",TRUE,"https://www.vanhoe.com/obituary/Dana-Haynie, https://nypost.com/2025/12/09/sports/rising-pga-tour-star-ben-griffin-marries-dana-myeroff-in-palm-beach/, https://www.mmamania.com/ufc-white-house-2026-fight-card-start-time-full-results-dana-white-conor-mcgregor-cbs-mma/408946/joe-rogan-not-okay-ufc-travesty-being-committed-dana-white-come-on-stop",20251210,no
Dana,Dana White has confirmed that a boxing match between Ronda Rousey and Katie Taylor is being arranged for 2026 in Las Vegas.,FALSE,"https://www.vanhoe.com/obituary/Dana-Haynie, https://nypost.com/2025/12/09/sports/rising-pga-tour-star-ben-griffin-marries-dana-myeroff-in-palm-beach/, https://www.mmamania.com/ufc-white-house-2026-fight-card-start-time-full-results-dana-white-conor-mcgregor-cbs-mma/408946/joe-rogan-not-okay-ufc-travesty-being-committed-dana-white-come-on-stop",20251210,claim_only
Publix Super Markets,"Publix Super Markets Charities announced on December 9, 2025, that it is donating $15 million to more than 300 nonprofit organizations throughout the Southeast that focus on housing and shelter services.",TRUE,"https://www.clickorlando.com/features/2025/12/08/have-you-seen-this-at-your-local-publix-store-heres-why-its-becoming-rare/, https://eladelantado.com/en/publix-florida-south-carolina/, https://www.dailymail.co.uk/yourmoney/article-15357581/trader-joes-publix-florida-store.html",20251210,no
Publix Super Markets,Publix Super Markets Charities has contributed less than $10 million to housing-related initiatives since 2015.,FALSE,"https://www.clickorlando.com/features/2025/12/08/have-you-seen-this-at-your-local-publix-store-heres-why-its-becoming-rare/, https://eladelantado.com/en/publix-florida-south-carolina/, https://www.dailymail.co.uk/yourmoney/article-15357581/trader-joes-publix-florida-store.html",20251210,claim_only
BlackRock,"Morningstar analysis cited by Bloomberg found that from January 2024 through November 2025, BlackRock's iShares Bitcoin Trust (ticker IBIT) had an annualized return of more than 40%, while the average investor in the fund earned about an 11% annualized return over the same period.",TRUE,"https://www.cnbc.com/2025/12/08/blackrock-ben-powell-bet-trade-as-ai-spending-frenzy-hyperscalers-investment-credit.html, https://www.bloomberg.com/news/articles/2025-12-09/blackrock-to-invest-in-billionaire-birla-s-green-energy-company, https://www.foxbusiness.com/video/6386248870112",20251210,no
BlackRock,"According to BlackRock's chief financial officer, the company's iShares exchange traded funds had total inflows of about $45 billion for the year as of December 5, 2025.",FALSE,"https://www.cnbc.com/2025/12/08/blackrock-ben-powell-bet-trade-as-ai-spending-frenzy-hyperscalers-investment-credit.html, https://www.bloomberg.com/news/articles/2025-12-09/blackrock-to-invest-in-billionaire-birla-s-green-energy-company, https://www.foxbusiness.com/video/6386248870112",20251210,claim_only
Caterpillar,Caterpillar Inc. is recognized as a member of the S&P 500 Dividend Aristocrats Index.,TRUE,"https://www.investors.com/stock-lists/stocks-near-a-buy-zone/dow-jones-stock-caterpillar-cat-stock-buy-zone/, https://finance.yahoo.com/news/caterpillar-inc-maintains-dividend-140500488.html, https://finance.yahoo.com/news/investors-heavily-search-caterpillar-inc-140006294.html",20251210,no
Caterpillar,Caterpillar Inc. has never paid a quarterly dividend to its shareholders.,FALSE,"https://www.investors.com/stock-lists/stocks-near-a-buy-zone/dow-jones-stock-caterpillar-cat-stock-buy-zone/, https://finance.yahoo.com/news/caterpillar-inc-maintains-dividend-140500488.html, https://finance.yahoo.com/news/investors-heavily-search-caterpillar-inc-140006294.html",20251210,claim_only
